consecutive,date,Area,Route,Marsh_River_Canal,UTM_Easting,UTM_Northing,Water Depth,SV length,Weight,Sex,lnWeight,lnSVL,SizeClass,month,Season,year,WY,stud_resid,Groups
1445,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,532264,2876929,12,77.3,11.9,Female,2.4765384,4.347693956,Subadult,4,Spring,2006,2006,1.72930749,Central
1446,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,532113,2876987,34.4,109.2,36,Female,3.583518938,4.693181063,Adult,4,Spring,2006,2006,1.988033723,Central
1447,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,535575,2876814,30.1,81.8,11.2,Female,2.415913778,4.404277244,Subadult,4,Spring,2006,2006,-0.106156255,Central
1449,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,535027,2876780,27.9,70.2,8.4,Female,2.128231706,4.251348311,Subadult,4,Spring,2006,2006,1.349761854,Central
1450,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,535687,2876520,36.4,92.3,17.5,Female,2.862200881,4.525044142,Adult,4,Spring,2006,2006,0.44461606,Central
1452,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,535116,2876526,37.2,96.8,21.1,Female,3.04927304,4.572646994,Adult,4,Spring,2006,2006,0.748304295,Central
1453,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,535237,2876621,35.8,99.4,19.7,Female,2.980618636,4.599152114,Adult,4,Spring,2006,2006,-0.423359081,Central
1455,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,532841,2876708,21.8,73.9,6.7,Female,1.902107526,4.302712828,Subadult,4,Spring,2006,2006,-1.64466054,Central
1456,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,532839,2876752,63.9,116.3,35.2,Female,3.561046083,4.75617306,Adult,4,Spring,2006,2006,0.294035326,Central
1457,4/11/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,532308,2876574,23.6,107.8,29.9,Female,3.39785848,4.680277658,Adult,4,Spring,2006,2006,0.857829849,Central
1467,4/18/2006,LOX,Lox_Marsh,Marsh,573483,2925987,32.5,111.8,25.5,Male,3.238678452,4.716711561,Adult,4,Spring,2006,2006,-1.255828417,Northeast
1468,4/18/2006,LOX,Lox_Marsh,Marsh,573431,2926125,30.4,113.8,26,Male,3.258096538,4.734442522,Adult,4,Spring,2006,2006,-1.53289125,Northeast
1469,4/18/2006,LOX,Lox_Marsh,Marsh,573360,2926315,31.3,91.5,16.5,Female,2.803360381,4.516338972,Adult,4,Spring,2006,2006,0.197994767,Northeast
1470,4/18/2006,LOX,Lox_Marsh,Marsh,573318,2926339,39.3,114.4,33,Male,3.496507561,4.739701079,Adult,4,Spring,2006,2006,0.190452898,Northeast
1471,4/19/2006,LOX,Lox_Marsh,Marsh,573080,2926789,29.2,90.9,14.6,Male,2.681021529,4.509760001,Adult,4,Spring,2006,2006,-0.592526827,Northeast
1472,4/19/2006,LOX,Lox_Marsh,Marsh,573473,2926858,47.8,100.4,19.5,Female,2.970414466,4.609162207,Adult,4,Spring,2006,2006,-0.743889663,Northeast
1473,4/19/2006,LOX,Lox_Marsh,Marsh,573080,2926797,37.5,116.4,34,Male,3.526360525,4.757032535,Adult,4,Spring,2006,2006,0.00420295,Northeast
1474,4/19/2006,LOX,Lox_Marsh,Marsh,573216,2926585,36,103.3,23,Female,3.135494216,4.637637376,Adult,4,Spring,2006,2006,-0.149664935,Northeast
1475,4/19/2006,LOX,Lox_Marsh,Marsh,573170,2926634,33.4,108.4,23,Female,3.135494216,4.685828089,Adult,4,Spring,2006,2006,-1.31177746,Northeast
1476,4/20/2006,LOX,Lox_Marsh,Marsh,573712,2926268,31.8,75.4,8.4,Male,2.128231706,4.322807275,Subadult,4,Spring,2006,2006,-0.373932956,Northeast
1478,4/20/2006,LOX,Lox_Marsh,Marsh,574187,2926338,30.1,127.4,34,Male,3.526360525,4.847331743,Adult,4,Spring,2006,2006,-2.174513206,Northeast
1480,4/20/2006,LOX,Lox_Marsh,Marsh,573349,2926015,25.1,87.6,12,Male,2.48490665,4.472780998,Subadult,4,Spring,2006,2006,-1.222706452,Northeast
1481,4/20/2006,LOX,Lox_Marsh,Marsh,576275,2929470,34.3,86.2,13.5,Male,2.602689685,4.456670178,Subadult,4,Spring,2006,2006,0.079735841,Northeast
1488,4/25/2006,LOX,Lox_Marsh,Marsh,573617,2925520,38.1,114.9,25.1,Male,3.222867846,4.744062185,Adult,4,Spring,2006,2006,-2.038772797,Northeast
1489,4/25/2006,LOX,Lox_Marsh,Marsh,573649,2925423,43.4,116.8,30,Male,3.401197382,4.76046307,Adult,4,Spring,2006,2006,-1.049735255,Northeast
1490,4/26/2006,LOX,Lox_Marsh,Marsh,574669,2925901,34.5,106.7,25.2,Female,3.226843995,4.670021158,Adult,4,Spring,2006,2006,-0.221709025,Northeast
1574,10/10/2006,BICY,BICY_Marsh,Marsh,502985,2838751,36.7,101.5,23.5,Male,3.157000421,4.620058798,Adult,10,Fall,2006,2007,0.440977094,West
1576,10/10/2006,BICY,BICY_Marsh,Marsh,496407,2832862,41.1,113.5,24.5,Male,3.198673118,4.731802837,Adult,10,Fall,2006,2007,-1.930727533,West
1577,10/10/2006,BICY,BICY_Marsh,Marsh,495251,2835718,41.7,90.3,17,Female,2.833213344,4.50313746,Adult,10,Fall,2006,2007,0.747922992,West
1578,10/10/2006,BICY,BICY_Marsh,Marsh,508023,2844087,44.5,141,74,Male,4.304065093,4.94875989,Adult,10,Fall,2006,2007,1.41623603,West
1579,10/10/2006,BICY,BICY_Marsh,Marsh,507229,2844894,121.3,88.6,16,Female,2.772588722,4.484131858,Adult,10,Fall,2006,2007,0.735805911,West
1580,10/10/2006,BICY,BICY_Marsh,Marsh,495490,2835403,38.7,75.4,8.2,Male,2.104134154,4.322807275,Subadult,10,Fall,2006,2007,-0.56093972,West
1581,10/10/2006,BICY,BICY_Marsh,Marsh,498316,2833883,45,87,12.2,Male,2.501435952,4.465908119,Subadult,10,Fall,2006,2007,-0.928641989,West
1582,10/10/2006,BICY,BICY_Marsh,Marsh,503489,2840537,42.2,98.4,20.5,Female,3.020424886,4.589040804,Adult,10,Fall,2006,2007,0.129225893,West
1588,10/16/2006,ENP,ENP-FC,Marsh,538498,2845290,55.2,96.6,18,Male,2.890371758,4.570578741,Subadult,10,Fall,2006,2007,-0.434626866,Central
1590,10/16/2006,WCA2,WCA2A_Marsh,Marsh,558774,2906946,46,63.4,4.5,Male,1.504077397,4.149463861,Subadult,10,Fall,2006,2007,-1.037741502,Central
1591,10/16/2006,WCA2,WCA2A_Marsh,Marsh,556439,2905696,57,123.8,44,Male,3.784189634,4.81866736,Adult,10,Fall,2006,2007,0.518591426,Central
1592,10/16/2006,WCA2,WCA2A_Marsh,Marsh,557476,2904995,69.1,126.5,33,Male,3.496507561,4.840242308,Adult,10,Fall,2006,2007,-2.235292947,Central
1593,10/16/2006,WCA2,WCA2A_Marsh,Marsh,556983,2904190,67.1,62.8,4.9,Female,1.589235205,4.139955073,Subadult,10,Fall,2006,2007,-0.147133437,Central
1594,10/16/2006,WCA2,WCA2A_Marsh,Marsh,558241,2904310,73.5,79.7,10.25,Female,2.327277706,4.378269586,Subadult,10,Fall,2006,2007,-0.16679453,Central
1596,10/16/2006,WCA2,WCA2A_Marsh,Marsh,555604,2904809,64.9,61,4.5,Male,1.504077397,4.110873864,Subadult,10,Fall,2006,2007,-0.106657788,Central
1597,10/16/2006,WCA2,WCA2A_Marsh,Marsh,557277,2903704,61.9,126.9,45,Male,3.80666249,4.843399375,Adult,10,Fall,2006,2007,0.096604132,Central
1598,10/16/2006,WCA2,WCA2A_Marsh,Marsh,560390,2904950,76.5,123.2,42,Male,3.737669618,4.813809051,Adult,10,Fall,2006,2007,0.274765714,Central
1599,10/16/2006,WCA2,WCA2A_Marsh,Marsh,559940,2902273,69.4,110.4,31,Female,3.433987204,4.704110134,Adult,10,Fall,2006,2007,0.563495768,Central
1600,10/16/2006,WCA2,WCA2A_Marsh,Marsh,557682,2904889,64,124.4,35.5,Male,3.569532696,4.82350218,Adult,10,Fall,2006,2007,-1.263812991,Central
1601,10/16/2006,WCA2,WCA2A_Marsh,Marsh,559326,2906845,50.9,100.6,18,Female,2.890371758,4.611152258,Adult,10,Fall,2006,2007,-1.413130473,Central
1602,10/16/2006,WCA2,WCA2A_Marsh,Marsh,559395,2906913,89.5,118.3,33,Male,3.496507561,4.773223771,Adult,10,Fall,2006,2007,-0.617826962,Central
1603,10/16/2006,WCA2,WCA2A_Marsh,Marsh,559283,2902411,88.9,67.4,4.8,Male,1.568615918,4.210645018,Subadult,10,Fall,2006,2007,-2.013234812,Central
1604,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,541555,2878841,101.5,133.5,54,Male,3.988984047,4.894101478,Adult,10,Fall,2006,2007,0.28875309,Central
1606,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,544512,2880163,101.5,107.5,24.5,Male,3.198673118,4.677490848,Adult,10,Fall,2006,2007,-0.620372832,Central
1608,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,543691,2880817,95.4,140,52,Male,3.951243719,4.941642423,Adult,10,Fall,2006,2007,-1.150894426,Central
1609,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,541276,2879147,97.7,77.5,11.4,Male,2.433613355,4.350277936,Subadult,10,Fall,2006,2007,1.33356407,Central
1610,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,543614,2875900,111.7,108.7,37,Female,3.610917913,4.688591794,Adult,10,Fall,2006,2007,2.311804891,Central
1611,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,543505,2874850,111.8,60.3,4.8,Female,1.568615918,4.099332104,Subadult,10,Fall,2006,2007,0.672947196,Central
1612,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,543767,2873937,117.1,83.6,14.4,Male,2.667228207,4.42604352,Subadult,10,Fall,2006,2007,1.319182046,Central
1613,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,542570,2876796,81.3,71.6,7.4,Female,2.00148,4.271095074,Subadult,10,Fall,2006,2007,-0.110500476,Central
1614,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,542853,2874648,111.2,131.5,47,Male,3.850147602,4.879006852,Adult,10,Fall,2006,2007,-0.424620758,Central
1615,10/16/2006,WCA3AS,WCA3A-HD_Marsh,Marsh,541408,2873717,105.2,61.7,4.25,Female,1.446918983,4.122283931,Subadult,10,Fall,2006,2007,-0.825763995,Central
1616,10/17/2006,ENP,ENP-FC,Marsh,524786,2837148,53.9,122.5,33,Male,3.496507561,4.80811103,Adult,10,Fall,2006,2007,-1.459415158,Central
1617,10/17/2006,ENP,ENP-FC,Marsh,538624,2845771,57.8,88.5,13,Male,2.564949357,4.483002552,Subadult,10,Fall,2006,2007,-0.847992052,Central
1618,10/17/2006,ENP,ENP-FC,Marsh,534401,2837189,48.8,100,16.9,Male,2.827313622,4.605170186,Adult,10,Fall,2006,2007,-1.75843943,Central
1619,10/17/2006,ENP,ENP-FC,Marsh,535643,2840294,59.5,97.8,18,Female,2.890371758,4.582924577,Adult,10,Fall,2006,2007,-0.732301805,Central
1620,10/17/2006,ENP,ENP-FC,Marsh,533327,2838337,56.2,113,28,Male,3.33220451,4.727387819,Adult,10,Fall,2006,2007,-0.787450247,Central
1621,10/17/2006,ENP,ENP-FC,Marsh,534869,2838622,55.5,97.2,18,Male,2.890371758,4.576770711,Adult,10,Fall,2006,2007,-0.583918816,Central
1622,10/17/2006,ENP,ENP-FC,Marsh,536993,2841584,37.5,87.6,14.5,Female,2.674148649,4.472780998,Subadult,10,Fall,2006,2007,0.245707549,Central
1623,10/17/2006,ENP,ENP-FC,Marsh,537275,2841970,43.1,92.1,14.2,Male,2.653241965,4.522874943,Adult,10,Fall,2006,2007,-1.124373269,Central
1624,10/17/2006,ENP,ENP-FC,Marsh,537656,2842510,40.2,84.4,12.2,Female,2.501435952,4.435567402,Subadult,10,Fall,2006,2007,-0.19704516,Central
1625,10/17/2006,ENP,ENP-FC,Marsh,538503,2844133,53.6,69.9,6.8,Female,1.916922612,4.247065649,Subadult,10,Fall,2006,2007,-0.187212675,Central
1626,10/17/2006,ENP,ENP-FC,Marsh,535824,2839207,63,70.3,7,Female,1.945910149,4.252771799,Subadult,10,Fall,2006,2007,-0.099860218,Central
1627,10/17/2006,ENP,ENP-FC,Marsh,535982,2839324,59.1,90.8,15,Male,2.708050201,4.508659286,Adult,10,Fall,2006,2007,-0.356280683,Central
1628,10/17/2006,ENP,ENP-FC,Marsh,539247,2846205,52.3,82.4,12.5,Female,2.525728644,4.411585437,Subadult,10,Fall,2006,2007,0.569681313,Central
1629,10/17/2006,ENP,ENP-FC,Marsh,539522,2845281,53.7,133.9,50,Male,3.912023005,4.897093253,Adult,10,Fall,2006,2007,-0.380632326,Central
1630,10/17/2006,ENP,ENP-SS,Marsh,523861,2829005,44.3,126.7,42.5,Male,3.749504076,4.841822087,Adult,10,Fall,2006,2007,-0.308880014,South
1631,10/17/2006,ENP,ENP-SS,Marsh,524010,2829615,51.1,106.5,20,Male,2.995732274,4.668144985,Adult,10,Fall,2006,2007,-1.970402665,South
1632,10/17/2006,ENP,ENP-SS,Marsh,526222,2833867,64.5,108.5,25,Female,3.218875825,4.686750173,Adult,10,Fall,2006,2007,-0.686885577,South
1633,10/17/2006,ENP,ENP-SS,Marsh,526377,2833787,63.2,95.9,20.5,Female,3.020424886,4.563305982,Adult,10,Fall,2006,2007,0.749702266,South
1634,10/17/2006,ENP,ENP-SS,Marsh,523871,2829019,42.9,125.4,41,Male,3.713572067,4.831508628,Adult,10,Fall,2006,2007,-0.338996621,South
1635,10/17/2006,ENP,ENP-SS,Marsh,518188,2820180,33.5,104.7,24,Male,3.17805383,4.651099118,Adult,10,Fall,2006,2007,-0.144034209,South
1639,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548676,2850170,59.8,79.6,9.4,Female,2.240709689,4.377014093,Subadult,10,Fall,2006,2007,-0.808275287,Central
1640,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548849,2851723,63.2,96.8,16.75,Female,2.818398258,4.572646994,Adult,10,Fall,2006,2007,-1.042980963,Central
1641,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,547995,2852454,39.8,102.3,28.6,Female,3.353406718,4.627909673,Adult,10,Fall,2006,2007,1.776098294,Central
1642,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,547991,2852702,59.2,95.5,21,Female,3.044522438,4.559126247,Adult,10,Fall,2006,2007,1.037503184,Central
1643,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548476,2852648,51.9,121.9,43.5,Male,3.772760938,4.803201036,Adult,10,Fall,2006,2007,0.802872078,Central
1644,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,547493,2856107,50.8,98.2,22.5,Male,3.113515309,4.587006215,Adult,10,Fall,2006,2007,0.900547506,Central
1645,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,546944,2855523,57.2,83.8,12.4,Female,2.517696473,4.428433007,Subadult,10,Fall,2006,2007,0.101125919,Central
1646,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,550931,2850351,65.5,109.4,26,Male,3.258096538,4.69501089,Adult,10,Fall,2006,2007,-0.581753505,Central
1647,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548983,2854011,60.5,106,26,U,3.258096538,4.663439094,Adult,10,Fall,2006,2007,0.17943293,Central
1648,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548729,2854241,59,110.2,30.5,Male,3.417726684,4.702296897,Adult,10,Fall,2006,2007,0.481051123,Central
1649,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548087,2854137,55,96.5,21,Female,3.044522438,4.569543008,Adult,10,Fall,2006,2007,0.786290546,Central
1650,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548284,2853946,56.9,100.7,23,Female,3.135494216,4.6121458,Adult,10,Fall,2006,2007,0.464905523,Central
1651,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,549271,2853757,55.5,120.5,43,Male,3.761200116,4.791649753,Adult,10,Fall,2006,2007,0.991735882,Central
1652,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,548810,2852869,53.4,108.3,24,Male,3.17805383,4.684905154,Adult,10,Fall,2006,2007,-0.959172469,Central
1653,10/18/2006,WCA3B,WCA3B_Marsh,Marsh,549863,2850568,69,64.9,5.1,Female,1.62924054,4.172847624,Subadult,10,Fall,2006,2007,-0.630065206,Central
1654,10/20/2006,LOX,Lox_Marsh,Marsh,574975,2928612,62,91,16,Male,2.772588722,4.510859507,Adult,10,Fall,2006,2007,0.09137109,Northeast
1655,10/20/2006,LOX,Lox_Marsh,Marsh,574536,2928490,54,120.8,40,Female,3.688879454,4.794136286,Adult,10,Fall,2006,2007,0.37054442,Northeast
1656,10/20/2006,LOX,Lox_Marsh,Marsh,574436,2928601,82.5,112.3,30,Male,3.401197382,4.721173862,Adult,10,Fall,2006,2007,-0.102307307,Northeast
1657,10/20/2006,LOX,Lox_Marsh,Marsh,573897,2928056,52,70,7,Female,1.945910149,4.248495242,Subadult,10,Fall,2006,2007,0.003280553,Northeast
1658,10/20/2006,LOX,Lox_Marsh,Marsh,573878,2927895,38,72.5,7.2,Female,1.974081026,4.283586562,Subadult,10,Fall,2006,2007,-0.624399194,Northeast
1660,10/20/2006,LOX,Lox_Marsh,Marsh,574880,2928568,60,131,36,Male,3.583518938,4.875197323,Adult,10,Fall,2006,2007,-2.403501976,Northeast
1661,10/23/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,543276,2895163,52.8,119.2,33,Male,3.496507561,4.780802755,Adult,10,Fall,2006,2007,-0.800604232,Central
1662,10/23/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,541528,2894233,52.2,78.4,10.5,Male,2.351375257,4.361823927,Subadult,10,Fall,2006,2007,0.416737576,Central
1663,10/23/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,535447,2906018,67.9,120.9,45,Female,3.80666249,4.794963758,Adult,10,Fall,2006,2007,1.264703418,Central
1664,10/23/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,541234,2893997,55.2,101,23.5,Male,3.157000421,4.615120517,Adult,10,Fall,2006,2007,0.560041463,Central
1665,10/23/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,541547,2893684,58.5,67,5.9,Male,1.774952351,4.204692619,Subadult,10,Fall,2006,2007,-0.267116217,Central
1666,10/23/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,541417,2893730,50.9,63.8,5,Female,1.609437912,4.15575319,Subadult,10,Fall,2006,2007,-0.371412826,Central
1668,10/23/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,540993,2894880,50.7,75.2,8.8,Male,2.174751721,4.320151231,Subadult,10,Fall,2006,2007,0.05110597,Central
1671,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,521906,2858487,66.8,84.4,13.2,Male,2.58021683,4.435567402,Subadult,10,Fall,2006,2007,0.414184984,Central
1672,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,524262,2855727,70.9,94.5,16.5,Male,2.803360381,4.548599834,Adult,10,Fall,2006,2007,-0.579791004,Central
1673,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,524000,2856540,62.4,83.1,13.2,Female,2.58021683,4.420044702,Subadult,10,Fall,2006,2007,0.788508716,Central
1674,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,522873,2860595,63.1,87.2,14.25,Female,2.656756907,4.468204331,Subadult,10,Fall,2006,2007,0.22111991,Central
1675,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,522602,2860642,65.7,105.7,26,Male,3.258096538,4.660604893,Adult,10,Fall,2006,2007,0.247762333,Central
1676,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,525948,2852175,80,127.1,47.5,Male,3.860729711,4.844974178,Adult,10,Fall,2006,2007,0.4781744,Central
1677,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,527129,2856647,67.1,95.1,18.8,Female,2.93385687,4.55492897,Adult,10,Fall,2006,2007,0.280026241,Central
1678,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,526834,2855163,81.5,89.4,14.6,Male,2.681021529,4.493120682,Subadult,10,Fall,2006,2007,-0.191349167,Central
1679,10/24/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,527053,2853676,74.3,105.9,27,Female,3.295836866,4.662495253,Adult,10,Fall,2006,2007,0.494988955,Central
1681,10/25/2006,BICY,BICY_Marsh,Marsh,506724,2844182,102.5,184.2,164,Male,5.099866428,5.216022124,Adult,10,Fall,2006,2007,1.147415906,West
1682,10/25/2006,BICY,BICY_Marsh,Marsh,501788,2835871,135,109.7,31,Female,3.433987204,4.697749367,Adult,10,Fall,2006,2007,0.716869287,West
1683,10/25/2006,BICY,BICY_Marsh,Marsh,501282,2834822,11.7,109.1,31,Female,3.433987204,4.692264893,Adult,10,Fall,2006,2007,0.849122625,West
1684,10/25/2006,BICY,BICY_Marsh,Marsh,507459,2848572,43.5,111,30,Female,3.401197382,4.709530201,Adult,10,Fall,2006,2007,0.178414112,West
1685,10/25/2006,BICY,BICY_Marsh,Marsh,502756,2836569,38,74.2,9.1,Female,2.208274414,4.30676415,Subadult,10,Fall,2006,2007,0.634103748,West
1686,10/25/2006,BICY,BICY_Marsh,Marsh,499910,2834923,44.8,123.5,56,Female,4.025351691,4.816241156,Adult,10,Fall,2006,2007,2.450136802,West
1687,10/25/2006,ENP,ENP-SS,Marsh,524755,2830724,59.1,89.9,15.2,Female,2.721295428,4.498697941,Adult,10,Fall,2006,2007,-0.013362119,South
1688,10/25/2006,ENP,ENP-SS,Marsh,525485,2831410,53.2,104,21,Female,3.044522438,4.644390899,Adult,10,Fall,2006,2007,-1.018363555,South
1689,10/25/2006,ENP,ENP-SS,Marsh,526334,2833688,57,75.5,8.2,Male,2.104134154,4.324132656,Subadult,10,Fall,2006,2007,-0.592902878,South
1690,10/25/2006,ENP,ENP-SS,Marsh,526283,2832946,61,72,7,Male,1.945910149,4.276666119,Subadult,10,Fall,2006,2007,-0.676139298,South
1691,10/25/2006,ENP,ENP-SS,Marsh,526115,2831004,46,92.2,13.8,Male,2.624668592,4.523960131,Adult,10,Fall,2006,2007,-1.372354074,South
1692,10/25/2006,ENP,ENP-SS,Marsh,525532,2829927,55,73,8.2,Female,2.104134154,4.290459441,Subadult,10,Fall,2006,2007,0.219140131,South
1693,10/25/2006,ENP,ENP-SS,Marsh,524695,2829384,57.2,99,16.8,Female,2.821378886,4.59511985,Adult,10,Fall,2006,2007,-1.561976918,South
1694,10/25/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,521010,2858208,77.8,111.2,29,Male,3.36729583,4.711330382,Adult,10,Fall,2006,2007,-0.128001156,Central
1695,10/25/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,521773,2857573,72.8,69,7.2,Male,1.974081026,4.234106505,Subadult,10,Fall,2006,2007,0.568982237,Central
1696,10/25/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,522811,2856307,74.8,121.6,46,Male,3.828641396,4.80073697,Adult,10,Fall,2006,2007,1.296063751,Central
1697,10/25/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,531292,2856021,76.5,81.1,11,Female,2.397895273,4.395682961,Subadult,10,Fall,2006,2007,-0.038739822,Central
1698,10/25/2006,WCA3AS,WCA3A-N41_Marsh,Marsh,531426,2857400,90.2,104.9,27,Female,3.295836866,4.653007515,Adult,10,Fall,2006,2007,0.723754596,Central
1699,10/26/2006,ENP,ENP-FC,Marsh,528458,2834566,54.4,92.7,15.1,Female,2.714694744,4.529368473,Adult,10,Fall,2006,2007,-0.804058153,Central
1700,10/26/2006,ENP,ENP-SS,Marsh,526284,2835580,50.3,98.1,19.4,Male,2.965273066,4.585987367,Adult,10,Fall,2006,2007,-0.225020679,South
1701,10/26/2006,ENP,ENP-SS,Marsh,526808,2833166,60,90.9,15.5,Female,2.740840024,4.509760001,Adult,10,Fall,2006,2007,-0.128428152,South
1702,10/27/2006,LOX,Lox_Marsh,Marsh,573720,2926266,8,76.7,9,Male,2.197224577,4.339901708,Subadult,10,Fall,2006,2007,-0.250772128,Northeast
1704,10/27/2006,LOX,Lox_Marsh,Marsh,573609,2927070,45,67,5.9,Female,1.774952351,4.204692619,Subadult,10,Fall,2006,2007,-0.267116217,Northeast
1705,10/27/2006,LOX,Lox_Marsh,Marsh,573421,2927083,51,101,22.5,Male,3.113515309,4.615120517,Adult,10,Fall,2006,2007,0.222670634,Northeast
1706,10/27/2006,LOX,Lox_Marsh,Marsh,573220,2927280,49.5,77.5,10.5,Male,2.351375257,4.350277936,Subadult,10,Fall,2006,2007,0.695188054,Northeast
1707,10/27/2006,LOX,Lox_Marsh,Marsh,573444,2927505,45.5,64.6,5.7,Male,1.740466175,4.168214411,Subadult,10,Fall,2006,2007,0.345124962,Northeast
1708,10/27/2006,LOX,Lox_Marsh,Marsh,573999,2927516,50,97.4,20,Female,2.995732274,4.578826211,Adult,10,Fall,2006,2007,0.183921309,Northeast
1709,10/27/2006,LOX,Lox_Marsh,Marsh,574118,2927577,36,76,8.5,Female,2.140066163,4.33073334,Subadult,10,Fall,2006,2007,-0.473231431,Northeast
1721,11/28/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,535208,2905590,19.4,85,14,Female,2.63905733,4.442651256,Subadult,11,Fall,2006,2007,0.699933782,Central
1722,11/28/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,534685,2904699,42.8,111.9,34,Female,3.526360525,4.717605615,Adult,11,Fall,2006,2007,0.954872189,Central
1723,11/28/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,542338,2895235,27.6,119.9,41,Male,3.713572067,4.786658062,Adult,11,Fall,2006,2007,0.742478493,Central
1725,11/28/2006,WCA3AN,WCA3A-TW_Marsh,Marsh,535116,2901374,21.6,130.8,55.5,Male,4.016383021,4.873669439,Adult,11,Fall,2006,2007,0.994180076,Central
1726,3/19/2007,ENP,ENP-FC,Marsh,537328,2842063,46.3,130.3,48,Male,3.871201011,4.869839484,Adult,3,Spring,2007,2007,-0.040171079,Central
1727,3/19/2007,ENP,ENP-FC,Marsh,536328,2840462,28.9,101.9,21,Female,3.044522438,4.62399194,Adult,3,Spring,2007,2007,-0.526458933,Central
1729,3/19/2007,ENP,ENP-FC,Marsh,536244,2840794,32,94.7,15,Female,2.708050201,4.550714,Adult,3,Spring,2007,2007,-1.370466781,Central
1730,3/19/2007,ENP,ENP-FC,Marsh,535444,2840331,51,120.1,31,Male,3.433987204,4.788324729,Adult,3,Spring,2007,2007,-1.467393204,Central
1731,3/19/2007,ENP,ENP-FC,Marsh,535466,2839088,30.9,102.8,19,Female,2.944438979,4.632785353,Adult,3,Spring,2007,2007,-1.515311333,Central
1732,3/19/2007,ENP,ENP-FC,Marsh,534761,2838603,18,127.5,32,Male,3.465735903,4.848116365,Adult,3,Spring,2007,2007,-2.664949451,Central
1733,3/19/2007,ENP,ENP-FC,Marsh,538799,2845861,23.5,75.9,8.25,Female,2.1102132,4.329416684,Subadult,3,Spring,2007,2007,-0.673156894,Central
1734,3/19/2007,ENP,ENP-FC,Marsh,538523,2845467,31,111.8,24,Male,3.17805383,4.716711561,Adult,3,Spring,2007,2007,-1.726569006,Central
1735,3/19/2007,ENP,ENP-FC,Marsh,538614,2844806,54.4,97.3,19.5,Female,2.970414466,4.577798989,Adult,3,Spring,2007,2007,0.012273928,Central
